source,destination,weight,alpha_out,alpha_in
SV,BR,7.710653323501202,0.2999,0.348
SV,CA,7.815207062189088,0.2949,0.3822
SV,CH,5.049856007249537,0.4603,0.5199
SV,CL,4.7535901911063645,0.4824,0.5024
SV,CO,5.545177444479562,0.4255,0.4508
SV,CR,5.049856007249537,0.4603,0.4732
SV,DE,6.1675164908883415,0.3852,0.5012
SV,GT,6.740519359606223,0.3512,0.3327
SV,HN,5.886104031450156,0.4029,0.391
SV,MX,6.980075940561763,0.3378,0.3779
SV,NI,5.53338948872752,0.4263,0.4729
SV,US,9.272375762895635,0.2317,0.3849
SV,VE,5.926926025970411,0.4003,0.4308
SY,AE,7.5310163320779155,0.3052,0.3014
SY,BG,5.860786223465865,0.4012,0.4294
SY,BR,6.089044875446846,0.3867,0.4349
SY,DE,6.669498089857879,0.3518,0.4737
SY,EG,4.867534450455582,0.4707,0.4689
SY,FR,6.198478716492308,0.3799,0.4725
SY,GB,6.666956792429207,0.3519,0.4656
SY,KE,4.844187086458591,0.4725,0.4679
SY,LB,6.180016653652572,0.381,0.3918
SY,NL,6.760414691083428,0.3466,0.4356
SY,QA,6.361302477572996,0.3699,0.4397
SY,TR,4.844187086458591,0.4725,0.5114
SY,US,7.1098794630722715,0.3272,0.4811
SZ,US,5.501258210544727,,0.5679
TC,TT,5.739792912179234,0.5338,0.3953
TC,US,6.5722825426940075,0.4662,0.5085
TG,CI,5.1298987149230735,0.4378,0.4104
TG,FR,5.075173815233827,0.4426,0.5414
TG,KE,4.955827057601261,0.4531,0.4597
TH,AE,6.467698726104354,0.4173,0.3576
TH,AM,6.62273632394984,0.4086,0.3665
TH,AR,5.484796933490655,0.477,0.4826
TH,AT,6.669498089857879,0.406,0.4028
TH,AU,8.540128162698734,0.3145,0.3317
TH,BD,5.402677381872279,0.4824,0.4266
TH,BE,6.135564891081739,0.4366,0.4421
TH,BR,6.823286122355687,0.3976,0.3932
TH,BY,5.683579767338681,0.4643,0.445
TH,CA,8.674367865788236,0.3088,0.3437
TH,CH,8.648045999835,0.3099,0.3254
TH,CL,5.075173815233827,0.5043,0.4793
TH,CN,8.264105763728956,0.3266,0.3599
TH,CZ,6.582025138892826,0.4109,0.4254
TH,DE,10.169767218727474,0.2515,0.3195
TH,EE,6.907755278982137,0.393,0.3681
TH,ES,8.764990330169104,0.305,0.3362
TH,FI,7.410347097821024,0.367,0.3831
TH,FR,8.48673398393153,0.3168,0.3578
TH,GB,9.285818833152089,0.284,0.3444
TH,GE,5.638354669333745,0.4672,0.4153
